TABLE NO.  1
 REPID       TIME        RESPONSE    SHIFT       DUR
  1.0000E+00  0.0000E+00  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  2.4000E+01  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  4.8000E+01  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  7.2000E+01  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  9.6000E+01  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  1.2000E+02  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  1.4400E+02  5.0000E-01  9.0877E-01  2.0839E+01
  1.0000E+00  1.6800E+02  5.0000E-01  9.0877E-01  2.0839E+01
  2.0000E+00  0.0000E+00  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  2.4000E+01  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  4.8000E+01  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  7.2000E+01  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  9.6000E+01  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  1.2000E+02  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  1.4400E+02  3.4363E+00  1.2760E+01  1.5238E+01
  2.0000E+00  1.6800E+02  3.4363E+00  1.2760E+01  1.5238E+01
  3.0000E+00  0.0000E+00  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  2.4000E+01  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  4.8000E+01  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  7.2000E+01  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  9.6000E+01  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  1.2000E+02  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  1.4400E+02  2.4755E+00  2.0083E+01  2.3824E+01
  3.0000E+00  1.6800E+02  2.4755E+00  2.0083E+01  2.3824E+01
  4.0000E+00  0.0000E+00  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  2.4000E+01  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  4.8000E+01  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  7.2000E+01  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  9.6000E+01  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  1.2000E+02  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  1.4400E+02  5.0000E-01  8.2662E+00  6.0414E+00
  4.0000E+00  1.6800E+02  5.0000E-01  8.2662E+00  6.0414E+00
  5.0000E+00  0.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  5.0000E-01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  1.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  1.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  5.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  5.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  6.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  6.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  7.0000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  7.5000E+00  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  8.0000E+00  6.2557E-01  7.8708E+00  1.2926E+01
  5.0000E+00  8.5000E+00  1.1093E+00  7.8708E+00  1.2926E+01
  5.0000E+00  9.0000E+00  1.5840E+00  7.8708E+00  1.2926E+01
  5.0000E+00  9.5000E+00  2.0427E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.0000E+01  2.4787E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.0500E+01  2.8855E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.1000E+01  3.2572E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.1500E+01  3.5881E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.2000E+01  3.8735E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.2500E+01  4.1092E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.3000E+01  4.2916E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.3500E+01  4.4181E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.4000E+01  4.4868E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.4500E+01  4.4967E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.5000E+01  4.4477E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.5500E+01  4.3405E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.6000E+01  4.1766E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.6500E+01  3.9585E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.7000E+01  3.6893E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.7500E+01  3.3732E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.8000E+01  3.0146E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.8500E+01  2.6190E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.9000E+01  2.1921E+00  7.8708E+00  1.2926E+01
  5.0000E+00  1.9500E+01  1.7403E+00  7.8708E+00  1.2926E+01
  5.0000E+00  2.0000E+01  1.2702E+00  7.8708E+00  1.2926E+01
  5.0000E+00  2.0500E+01  7.8867E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.1000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.1500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.2000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.2500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.3000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.3500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.4000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.4500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.5000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.5500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.6000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.6500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.7000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.7500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.8000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.8500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.9000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  2.9500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.0000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.0500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.1000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.1500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.2000E+01  6.2557E-01  7.8708E+00  1.2926E+01
  5.0000E+00  3.2500E+01  1.1093E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.3000E+01  1.5840E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.3500E+01  2.0427E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.4000E+01  2.4787E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.4500E+01  2.8855E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.5000E+01  3.2572E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.5500E+01  3.5881E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.6000E+01  3.8735E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.6500E+01  4.1092E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.7000E+01  4.2916E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.7500E+01  4.4181E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.8000E+01  4.4868E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.8500E+01  4.4967E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.9000E+01  4.4477E+00  7.8708E+00  1.2926E+01
  5.0000E+00  3.9500E+01  4.3405E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.0000E+01  4.1766E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.0500E+01  3.9585E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.1000E+01  3.6893E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.1500E+01  3.3732E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.2000E+01  3.0146E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.2500E+01  2.6190E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.3000E+01  2.1921E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.3500E+01  1.7403E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.4000E+01  1.2702E+00  7.8708E+00  1.2926E+01
  5.0000E+00  4.4500E+01  7.8867E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.5000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.5500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.6000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.6500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.7000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.7500E+01  5.0000E-01  7.8708E+00  1.2926E+01
  5.0000E+00  4.8000E+01  5.0000E-01  7.8708E+00  1.2926E+01
  6.0000E+00  0.0000E+00  1.9288E+00  2.2035E+01  1.6905E+01
  6.0000E+00  5.0000E-01  2.2693E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.0000E+00  2.5945E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.5000E+00  2.9017E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.0000E+00  3.1881E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.5000E+00  3.4514E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.0000E+00  3.6891E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.5000E+00  3.8994E+00  2.2035E+01  1.6905E+01
  6.0000E+00  4.0000E+00  4.0803E+00  2.2035E+01  1.6905E+01
  6.0000E+00  4.5000E+00  4.2304E+00  2.2035E+01  1.6905E+01
  6.0000E+00  5.0000E+00  4.3482E+00  2.2035E+01  1.6905E+01
  6.0000E+00  5.5000E+00  4.4329E+00  2.2035E+01  1.6905E+01
  6.0000E+00  6.0000E+00  4.4836E+00  2.2035E+01  1.6905E+01
  6.0000E+00  6.5000E+00  4.5000E+00  2.2035E+01  1.6905E+01
  6.0000E+00  7.0000E+00  4.4818E+00  2.2035E+01  1.6905E+01
  6.0000E+00  7.5000E+00  4.4293E+00  2.2035E+01  1.6905E+01
  6.0000E+00  8.0000E+00  4.3429E+00  2.2035E+01  1.6905E+01
  6.0000E+00  8.5000E+00  4.2233E+00  2.2035E+01  1.6905E+01
  6.0000E+00  9.0000E+00  4.0716E+00  2.2035E+01  1.6905E+01
  6.0000E+00  9.5000E+00  3.8891E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.0000E+01  3.6774E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.0500E+01  3.4382E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.1000E+01  3.1737E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.1500E+01  2.8861E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.2000E+01  2.5779E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.2500E+01  2.2519E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.3000E+01  1.9106E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.3500E+01  1.5573E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.4000E+01  1.1947E+00  2.2035E+01  1.6905E+01
  6.0000E+00  1.4500E+01  8.2624E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.5000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.5500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.6000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.6500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.7000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.7500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.8000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.8500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.9000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  1.9500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.0000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.0500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.1000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.1500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.2000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.2500E+01  8.4559E-01  2.2035E+01  1.6905E+01
  6.0000E+00  2.3000E+01  1.2139E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.3500E+01  1.5760E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.4000E+01  1.9288E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.4500E+01  2.2693E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.5000E+01  2.5945E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.5500E+01  2.9017E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.6000E+01  3.1881E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.6500E+01  3.4514E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.7000E+01  3.6891E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.7500E+01  3.8994E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.8000E+01  4.0803E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.8500E+01  4.2304E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.9000E+01  4.3482E+00  2.2035E+01  1.6905E+01
  6.0000E+00  2.9500E+01  4.4329E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.0000E+01  4.4836E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.0500E+01  4.5000E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.1000E+01  4.4818E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.1500E+01  4.4293E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.2000E+01  4.3429E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.2500E+01  4.2233E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.3000E+01  4.0716E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.3500E+01  3.8891E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.4000E+01  3.6774E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.4500E+01  3.4382E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.5000E+01  3.1737E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.5500E+01  2.8861E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.6000E+01  2.5779E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.6500E+01  2.2519E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.7000E+01  1.9106E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.7500E+01  1.5573E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.8000E+01  1.1947E+00  2.2035E+01  1.6905E+01
  6.0000E+00  3.8500E+01  8.2624E-01  2.2035E+01  1.6905E+01
  6.0000E+00  3.9000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  3.9500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.0000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.0500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.1000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.1500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.2000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.2500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.3000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.3500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.4000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.4500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.5000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.5500E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.6000E+01  5.0000E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.6500E+01  8.4559E-01  2.2035E+01  1.6905E+01
  6.0000E+00  4.7000E+01  1.2139E+00  2.2035E+01  1.6905E+01
  6.0000E+00  4.7500E+01  1.5760E+00  2.2035E+01  1.6905E+01
  6.0000E+00  4.8000E+01  1.9288E+00  2.2035E+01  1.6905E+01
  7.0000E+00  0.0000E+00  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  5.0000E-01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  1.0000E+00  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  1.5000E+00  5.0569E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.0000E+00  8.9103E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.5000E+00  1.2727E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.0000E+00  1.6472E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.5000E+00  2.0111E+00  1.4926E+00  1.6279E+01
  7.0000E+00  4.0000E+00  2.3608E+00  1.4926E+00  1.6279E+01
  7.0000E+00  4.5000E+00  2.6933E+00  1.4926E+00  1.6279E+01
  7.0000E+00  5.0000E+00  3.0054E+00  1.4926E+00  1.6279E+01
  7.0000E+00  5.5000E+00  3.2941E+00  1.4926E+00  1.6279E+01
  7.0000E+00  6.0000E+00  3.5569E+00  1.4926E+00  1.6279E+01
  7.0000E+00  6.5000E+00  3.7912E+00  1.4926E+00  1.6279E+01
  7.0000E+00  7.0000E+00  3.9949E+00  1.4926E+00  1.6279E+01
  7.0000E+00  7.5000E+00  4.1661E+00  1.4926E+00  1.6279E+01
  7.0000E+00  8.0000E+00  4.3032E+00  1.4926E+00  1.6279E+01
  7.0000E+00  8.5000E+00  4.4049E+00  1.4926E+00  1.6279E+01
  7.0000E+00  9.0000E+00  4.4703E+00  1.4926E+00  1.6279E+01
  7.0000E+00  9.5000E+00  4.4987E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.0000E+01  4.4899E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.0500E+01  4.4441E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.1000E+01  4.3615E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.1500E+01  4.2430E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.2000E+01  4.0897E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.2500E+01  3.9030E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.3000E+01  3.6846E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.3500E+01  3.4366E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.4000E+01  3.1613E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.4500E+01  2.8613E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.5000E+01  2.5392E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.5500E+01  2.1982E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.6000E+01  1.8414E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.6500E+01  1.4721E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.7000E+01  1.0938E+00  1.4926E+00  1.6279E+01
  7.0000E+00  1.7500E+01  7.0995E-01  1.4926E+00  1.6279E+01
  7.0000E+00  1.8000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  1.8500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  1.9000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  1.9500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.0000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.0500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.1000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.1500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.2000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.2500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.3000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.3500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.4000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.4500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.5000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.5500E+01  5.0569E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.6000E+01  8.9103E-01  1.4926E+00  1.6279E+01
  7.0000E+00  2.6500E+01  1.2727E+00  1.4926E+00  1.6279E+01
  7.0000E+00  2.7000E+01  1.6472E+00  1.4926E+00  1.6279E+01
  7.0000E+00  2.7500E+01  2.0111E+00  1.4926E+00  1.6279E+01
  7.0000E+00  2.8000E+01  2.3608E+00  1.4926E+00  1.6279E+01
  7.0000E+00  2.8500E+01  2.6933E+00  1.4926E+00  1.6279E+01
  7.0000E+00  2.9000E+01  3.0054E+00  1.4926E+00  1.6279E+01
  7.0000E+00  2.9500E+01  3.2941E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.0000E+01  3.5569E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.0500E+01  3.7912E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.1000E+01  3.9949E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.1500E+01  4.1661E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.2000E+01  4.3032E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.2500E+01  4.4049E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.3000E+01  4.4703E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.3500E+01  4.4987E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.4000E+01  4.4899E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.4500E+01  4.4441E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.5000E+01  4.3615E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.5500E+01  4.2430E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.6000E+01  4.0897E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.6500E+01  3.9030E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.7000E+01  3.6846E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.7500E+01  3.4366E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.8000E+01  3.1613E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.8500E+01  2.8613E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.9000E+01  2.5392E+00  1.4926E+00  1.6279E+01
  7.0000E+00  3.9500E+01  2.1982E+00  1.4926E+00  1.6279E+01
  7.0000E+00  4.0000E+01  1.8414E+00  1.4926E+00  1.6279E+01
  7.0000E+00  4.0500E+01  1.4721E+00  1.4926E+00  1.6279E+01
  7.0000E+00  4.1000E+01  1.0938E+00  1.4926E+00  1.6279E+01
  7.0000E+00  4.1500E+01  7.0995E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.2000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.2500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.3000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.3500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.4000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.4500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.5000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.5500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.6000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.6500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.7000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.7500E+01  5.0000E-01  1.4926E+00  1.6279E+01
  7.0000E+00  4.8000E+01  5.0000E-01  1.4926E+00  1.6279E+01
  8.0000E+00  0.0000E+00  2.8408E+00  1.3500E+01  1.3109E+01
  8.0000E+00  5.0000E-01  2.4363E+00  1.3500E+01  1.3109E+01
  8.0000E+00  1.0000E+00  2.0040E+00  1.3500E+01  1.3109E+01
  8.0000E+00  1.5000E+00  1.5501E+00  1.3500E+01  1.3109E+01
  8.0000E+00  2.0000E+00  1.0812E+00  1.3500E+01  1.3109E+01
  8.0000E+00  2.5000E+00  6.0392E-01  1.3500E+01  1.3109E+01
  8.0000E+00  3.0000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  3.5000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  4.0000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  4.5000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  5.0000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  5.5000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  6.0000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  6.5000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  7.0000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  7.5000E+00  5.0000E-01  1.3500E+01  1.3109E+01
  8.0000E+00  8.0000E+00  5.0000E-01  1.3500E+01  1.3109E+01
